Play,Type,Bnt,Fl,Loc,B,R1,R2,Count,Probability,New Outs,Runs
Single,Grounder,-,-,4S,1st,2nd,Score,1,  0.04%,0,1
Single,Liner,-,-,7L,1st,3rd,Score,1,  0.04%,0,1
Double,Liner,-,-,89,2nd,Score,Score,1,  0.04%,0,2
Generic out,Pop-up,Y,-,1S,Out,1st,Out,1,  0.04%,2,0
Error,Fly,-,-,89XD,1st,2nd,3rd,1,  0.04%,0,0
Single,Liner,-,-,78XD,1st,2nd,3rd,1,  0.04%,0,0
Fielder's choice,Grounder,Y,-,25,1st,2nd,3rd,1,  0.04%,0,0
Double,Fly,-,-,8S,2nd,3rd,Score,1,  0.04%,0,1
Generic out,Grounder,-,-,34S,1st,Out,3rd,1,  0.04%,1,0
Generic out,Liner,-,-,4M,Out,1st,Out,1,  0.04%,2,0
Generic out,Pop-up,-,-,89S,Out,1st,2nd,1,  0.04%,1,0
Home run,Liner,-,-,9LD,Score,Score,Score,1,  0.04%,0,3
Single,Fly,-,-,7L,1st,2nd,Score,1,  0.04%,0,1
Generic out,Fly,-,-,89XD,Out,1st,2nd,1,  0.04%,1,0
Single,Grounder,-,-,5S,1st,2nd,3rd,1,  0.04%,0,0
Generic out,Fly,-,Y,9LDF,Out,2nd,3rd,1,  0.04%,1,0
Single,Fly,-,-,8S,3rd,Score,Score,1,  0.04%,0,2
Single,Liner,-,-,9S,1st,2nd,Out,1,  0.04%,1,0
Single,Grounder,-,-,4M,1st,Out,Score,1,  0.04%,1,1
Fielder's choice,Grounder,-,-,56,2nd,3rd,Score,1,  0.04%,0,1
Generic out,Liner,-,-,4MS,Out,1st,Out,1,  0.04%,2,0
Generic out,Liner,-,-,7L,Out,1st,2nd,1,  0.04%,1,0
Strikeout,-,-,-,-,Out,2nd,Out,1,  0.04%,2,0
Generic out,Liner,-,-,9S,Out,1st,2nd,1,  0.04%,1,0
Double,Liner,-,-,3D,2nd,3rd,Score,1,  0.04%,0,1
Single,Grounder,-,-,1S,1st,2nd,3rd,1,  0.04%,0,0
Generic out,Grounder,-,-,5S,Out,2nd,Out,1,  0.04%,2,0
Double,Liner,-,-,9,2nd,3rd,Score,1,  0.04%,0,1
Generic out,Grounder,-,-,4M,Out,2nd,3rd,1,  0.04%,1,0
Single,Fly,-,-,7LS,1st,3rd,Score,1,  0.04%,0,1
Generic out,Liner,-,-,8XD,Out,1st,2nd,1,  0.04%,1,0
Single,Grounder,-,-,5,1st,3rd,Score,1,  0.04%,0,1
Error,Pop-up,-,-,9S,1st,2nd,3rd,1,  0.04%,0,0
Single,Liner,-,-,8XD,1st,2nd,3rd,1,  0.04%,0,0
Generic out,Grounder,-,-,5,1st,Out,Score,1,  0.04%,1,1
Single,Liner,-,-,78D,1st,3rd,Score,1,  0.04%,0,1
Double,Liner,-,-,9LS,2nd,Score,Score,1,  0.04%,0,2
Single,Liner,-,-,89,1st,3rd,Score,1,  0.04%,0,1
Single,Liner,-,-,6MS,1st,2nd,3rd,1,  0.04%,0,0
Single,Grounder,Y,-,13,1st,2nd,3rd,1,  0.04%,0,0
Single,Pop-up,Y,-,2,1st,2nd,3rd,1,  0.04%,0,0
Single,Grounder,-,-,3,1st,2nd,Score,1,  0.04%,0,1
Double,Liner,-,-,89XD,3rd,Score,Score,1,  0.04%,0,2
Generic out,Fly,-,-,78D,Out,2nd,3rd,1,  0.04%,1,0
Single,Grounder,-,-,56S,1st,2nd,3rd,1,  0.04%,0,0
Generic out,Fly,-,-,9D,Out,1st,2nd,1,  0.04%,1,0
Error,Grounder,-,-,34S,1st,2nd,3rd,1,  0.04%,0,0
Generic out,Fly,-,-,6D,Out,1st,2nd,1,  0.04%,1,0
Single,Liner,-,-,7L,1st,2nd,3rd,1,  0.04%,0,0
Pickoff,-,-,-,-,Stays,3rd,Score,1,  0.04%,0,1
Generic out,Grounder,-,-,3D,1st,Out,3rd,1,  0.04%,1,0
Generic out,Pop-up,-,Y,25F,Out,1st,2nd,1,  0.04%,1,0
Fielder's choice,Grounder,Y,-,6S,2nd,3rd,Score,1,  0.04%,0,1
Double,Fly,-,-,89XD,2nd,Score,Score,1,  0.04%,0,2
Generic out,Grounder,-,-,4S,Out,2nd,3rd,1,  0.04%,1,0
Generic out,Fly,-,-,8S,1st,Out,3rd,1,  0.04%,1,0
Single,Liner,-,-,78D,1st,2nd,3rd,1,  0.04%,0,0
Single,Liner,-,-,9D,1st,3rd,Score,1,  0.04%,0,1
Single,Grounder,Y,-,2,3rd,Score,Score,1,  0.04%,0,2
Generic out,Grounder,-,-,4MD,1st,Out,3rd,1,  0.04%,1,0
Double,Liner,-,-,7D,2nd,Score,Score,1,  0.04%,0,2
Generic out,Pop-up,Y,-,23,Out,1st,2nd,1,  0.04%,1,0
Generic out,Grounder,Y,-,2,1st,Out,Out,1,  0.04%,2,0
Single,Grounder,-,-,56,2nd,3rd,Score,1,  0.04%,0,1
Caught stealing,-,-,-,-,Stays,Out,Out,1,  0.04%,2,0
Generic out,Grounder,Y,-,3S,Out,2nd,3rd,1,  0.04%,1,0
Generic out,Pop-up,-,-,25,Out,2nd,3rd,1,  0.04%,1,0
Single,Fly,-,-,7LS,1st,2nd,Score,1,  0.04%,0,1
Generic out,Liner,-,-,3D,Out,2nd,3rd,1,  0.04%,1,0
Generic out,Grounder,-,-,4MS,1st,2nd,Out,1,  0.04%,1,0
Fielder's choice,Grounder,Y,-,25,1st,Score,Score,1,  0.04%,0,2
Single,Fly,-,-,8S,1st,2nd,3rd,1,  0.04%,0,0
Passed ball,-,-,-,-,Stays,3rd,Out,1,  0.04%,1,0
Generic out,Grounder,-,-,34D,Out,Out,3rd,1,  0.04%,2,0
Single,Fly,-,-,89D,1st,2nd,3rd,1,  0.04%,0,0
Generic out,Pop-up,-,-,5S,Out,1st,2nd,1,  0.04%,1,0
Single,Liner,-,-,8S,1st,2nd,Out,1,  0.04%,1,0
Single,Liner,-,-,7L,Out,3rd,Score,1,  0.04%,1,1
Generic out,Fly,-,-,9LS,Out,1st,2nd,1,  0.04%,1,0
Generic out,Grounder,-,-,56,1st,Out,Score,1,  0.04%,1,1
Wild pitch,-,-,-,-,Stays,2nd,Score,1,  0.04%,0,1
Generic out,Liner,-,-,6,Out,1st,Out,1,  0.04%,2,0
Generic out,Fly,-,-,9,Out,1st,Out,1,  0.04%,2,0
Single,Grounder,-,-,6M,2nd,3rd,Score,1,  0.04%,0,1
Generic out,Fly,-,-,89D,Out,1st,Out,1,  0.04%,2,0
Double,Liner,-,-,7D,3rd,Score,Score,1,  0.04%,0,2
Double,Liner,-,-,5D,2nd,3rd,Score,1,  0.04%,0,1
Double,Liner,-,-,78D,2nd,Score,Score,1,  0.04%,0,2
Generic out,Grounder,-,-,6,1st,2nd,Out,1,  0.04%,1,0
Double,Fly,-,-,7LS,2nd,3rd,Score,1,  0.04%,0,1
Generic out,Grounder,-,-,56S,1st,Out,Out,1,  0.04%,2,0
Generic out,Fly,-,-,9,Out,Out,3rd,1,  0.04%,2,0
Generic out,Grounder,Y,-,25,1st,2nd,Out,1,  0.04%,1,0
Generic out,Grounder,-,-,6MS,Out,2nd,3rd,1,  0.04%,1,0
Double,Fly,-,-,7LD,2nd,Score,Score,1,  0.04%,0,2
Single,Grounder,-,-,4S,1st,2nd,3rd,1,  0.04%,0,0
Single,Liner,-,-,89S,1st,2nd,Score,1,  0.04%,0,1
Generic out,Fly,-,-,78D,Out,1st,3rd,1,  0.04%,1,0
Generic out,Fly,-,-,7S,1st,2nd,Out,1,  0.04%,1,0
Single,Liner,-,-,8S,1st,2nd,Score,1,  0.04%,0,1
Generic out,Grounder,-,-,56S,2nd,3rd,Out,1,  0.04%,1,0
Single,Grounder,-,-,34S,1st,2nd,3rd,1,  0.04%,0,0
Generic out,Grounder,Y,-,25,1st,Out,3rd,1,  0.04%,1,0
Fielder's choice,Grounder,-,-,6,1st,2nd,3rd,1,  0.04%,0,0
Generic out,Pop-up,-,-,2,Out,1st,2nd,1,  0.04%,1,0
Generic out,Pop-up,-,-,56S,Out,1st,2nd,1,  0.04%,1,0
Single,Grounder,Y,-,2,1st,2nd,Out,1,  0.04%,1,0
Generic out,Liner,-,-,56,Out,1st,2nd,1,  0.04%,1,0
Single,Grounder,-,-,13,1st,2nd,3rd,1,  0.04%,0,0
Double,Liner,-,-,7D,2nd,3rd,Score,1,  0.04%,0,1
Generic out,Grounder,-,-,4MS,Out,Out,3rd,1,  0.04%,2,0
Single,Fly,-,-,9D,1st,2nd,3rd,1,  0.04%,0,0
Generic out,Liner,-,-,5,1st,2nd,Out,1,  0.04%,1,0
Generic out,Grounder,-,-,5,1st,Out,3rd,1,  0.04%,1,0
Generic out,Fly,-,-,6MD,Out,1st,2nd,1,  0.04%,1,0
Single,Fly,-,-,78,1st,2nd,Score,1,  0.04%,0,1
Single,Liner,-,-,34D,1st,2nd,3rd,1,  0.04%,0,0
Generic out,Fly,-,-,9L,Out,1st,Out,1,  0.04%,2,0
Generic out,Pop-up,-,Y,2F,Out,1st,3rd,1,  0.04%,1,0
Fielder's choice,Grounder,-,-,6M,1st,2nd,3rd,1,  0.04%,0,0
Generic out,Pop-up,-,-,3S,Out,1st,2nd,1,  0.04%,1,0
Single,Fly,-,-,9L,1st,2nd,3rd,1,  0.04%,0,0
Other advance,-,-,-,-,Stays,2nd,Out,1,  0.04%,1,0
Error,Grounder,-,-,1S,1st,2nd,3rd,1,  0.04%,0,0
Generic out,Liner,-,-,6D,Out,1st,Out,1,  0.04%,2,0
Triple,Grounder,-,-,3,3rd,Score,Score,1,  0.04%,0,2
Generic out,Liner,-,-,3,Out,Out,Out,1,  0.04%,3,0
Generic out,Fly,-,-,89S,Out,1st,3rd,1,  0.04%,1,0
Single,Liner,-,-,9,1st,2nd,Score,1,  0.04%,0,1
Double,Liner,-,-,78S,2nd,3rd,Score,1,  0.04%,0,1
Generic out,Grounder,-,-,3,2nd,Out,Score,1,  0.04%,1,1
Single,Liner,-,-,4MD,1st,2nd,3rd,1,  0.04%,0,0
Double,Liner,-,-,78XD,2nd,Score,Score,1,  0.04%,0,2
Double,Grounder,-,-,4,2nd,Score,Score,1,  0.04%,0,2
Generic out,Liner,-,-,9D,Out,1st,Out,1,  0.04%,2,0
Single,Grounder,Y,-,56S,1st,3rd,Score,1,  0.04%,0,1
Pickoff,-,-,-,-,Stays,2nd,3rd,1,  0.04%,0,0
Error,Grounder,-,-,56,1st,2nd,Score,1,  0.04%,0,1
Generic out,Grounder,-,-,13,Out,2nd,3rd,1,  0.04%,1,0
