Play,Type,Bnt,Fl,Loc,B,R2,Count,Probability,New Outs,Runs
Single,Liner,-,-,8D,2nd,Score,1,  0.03%,0,1
Double,Liner,-,-,89,2nd,Score,1,  0.03%,0,1
Single,Grounder,-,-,2,1st,3rd,1,  0.03%,0,0
Single,Fly,-,-,7S,2nd,Out,1,  0.03%,1,0
Triple,Liner,-,-,9LD,3rd,Score,1,  0.03%,0,1
Generic out,Liner,-,-,56S,Out,Out,1,  0.03%,2,0
Generic out,Pop-up,Y,-,15,Out,2nd,1,  0.03%,1,0
Fielder's choice,Grounder,Y,-,1S,3rd,Score,1,  0.03%,0,1
Generic out,Grounder,-,-,6MD,Out,3rd,1,  0.03%,1,0
Single,Grounder,-,-,34S,1st,3rd,1,  0.03%,0,0
Single,Liner,-,-,9D,2nd,3rd,1,  0.03%,0,0
Single,Fly,-,-,89S,2nd,Score,1,  0.03%,0,1
Double,Fly,-,-,9L,2nd,3rd,1,  0.03%,0,0
Generic out,Fly,-,-,4MD,Out,2nd,1,  0.03%,1,0
Generic out,Fly,-,-,7,Out,3rd,1,  0.03%,1,0
Fielder's choice,Grounder,-,-,6M,1st,2nd,1,  0.03%,0,0
Generic out,Liner,-,-,4M,Out,2nd,1,  0.03%,1,0
Triple,Liner,-,-,89,3rd,Score,1,  0.03%,0,1
Single,Liner,-,-,9L,2nd,Score,1,  0.03%,0,1
Single,Fly,-,-,9S,1st,Score,1,  0.03%,0,1
Generic out,Liner,-,-,4D,Out,2nd,1,  0.03%,1,0
Single,Grounder,Y,-,2,2nd,Score,1,  0.03%,0,1
Generic out,Fly,-,-,8S,Out,Out,1,  0.03%,2,0
Single,Pop-up,Y,-,2,1st,2nd,1,  0.03%,0,0
Fielder's choice,Grounder,-,-,56,1st,Out,1,  0.03%,1,0
Single,Fly,-,-,7L,1st,Score,1,  0.03%,0,1
Generic out,Fly,-,-,89,Out,3rd,1,  0.03%,1,0
Generic out,Pop-up,-,-,34S,Out,2nd,1,  0.03%,1,0
Single,Grounder,Y,-,13,1st,3rd,1,  0.03%,0,0
Generic out,Grounder,-,-,3D,Out,3rd,1,  0.03%,1,0
Generic out,Liner,-,-,1S,Out,3rd,1,  0.03%,1,0
Single,Liner,-,-,78S,2nd,Score,1,  0.03%,0,1
Single,Grounder,Y,-,56S,1st,Score,1,  0.03%,0,1
Single,Fly,-,-,9,1st,3rd,1,  0.03%,0,0
Generic out,Fly,-,-,89XD,Out,2nd,1,  0.03%,1,0
Single,Liner,-,-,6,1st,3rd,1,  0.03%,0,0
Single,Liner,-,-,78,1st,Out,1,  0.03%,1,0
Error,Grounder,-,-,5,1st,3rd,1,  0.03%,0,0
Generic out,Pop-up,Y,-,13,Out,2nd,1,  0.03%,1,0
Single,Liner,-,-,89D,2nd,Score,1,  0.03%,0,1
Single,Liner,-,-,34D,1st,Score,1,  0.03%,0,1
Generic out,Liner,-,-,34D,Out,Out,1,  0.03%,2,0
Single,Grounder,-,-,2,2nd,Score,1,  0.03%,0,1
Error,Grounder,-,-,4,1st,3rd,1,  0.03%,0,0
Fielder's choice,Grounder,-,-,4,2nd,Out,1,  0.03%,1,0
Fielder's choice,Grounder,-,-,1S,1st,2nd,1,  0.03%,0,0
Generic out,Fly,-,-,6MD,Out,2nd,1,  0.03%,1,0
Double,Fly,-,-,7D,2nd,3rd,1,  0.03%,0,0
Generic out,Pop-up,Y,Y,25F,Out,2nd,1,  0.03%,1,0
Generic out,Grounder,-,-,4M,Out,2nd,1,  0.03%,1,0
Interference,-,-,-,-,1st,2nd,1,  0.03%,0,0
Fielder's choice,Grounder,-,-,6,1st,2nd,1,  0.03%,0,0
Single,Liner,-,-,78D,2nd,3rd,1,  0.03%,0,0
Single,Fly,-,-,7S,1st,2nd,1,  0.03%,0,0
Generic out,Pop-up,-,-,4MS,Out,2nd,1,  0.03%,1,0
Generic out,Grounder,-,-,2,Out,Out,1,  0.03%,2,0
Single,Liner,-,-,9,2nd,3rd,1,  0.03%,0,0
Home run,Liner,-,-,89XD,Score,Score,1,  0.03%,0,2
Single,Grounder,-,-,4M,Out,Score,1,  0.03%,1,1
Single,Liner,-,-,7LD,1st,Score,1,  0.03%,0,1
Generic out,Liner,-,-,7L,Out,2nd,1,  0.03%,1,0
Generic out,Grounder,-,-,1,Out,Out,1,  0.03%,2,0
Single,Liner,-,-,4D,1st,3rd,1,  0.03%,0,0
Double,Fly,-,-,7LS,2nd,Score,1,  0.03%,0,1
Generic out,Pop-up,-,-,25,Out,2nd,1,  0.03%,1,0
Generic out,Liner,-,-,34D,Out,2nd,1,  0.03%,1,0
Single,Liner,-,-,6D,1st,Score,1,  0.03%,0,1
Generic out,Grounder,Y,-,13,Out,3rd,1,  0.03%,1,0
Home run,Liner,-,-,7LD,Score,Score,1,  0.03%,0,2
Single,Grounder,-,-,13,1st,3rd,1,  0.03%,0,0
Single,Liner,-,-,78,2nd,Score,1,  0.03%,0,1
Double,Liner,-,-,3,2nd,Score,1,  0.03%,0,1
Home run,Liner,-,-,78XD,Score,Score,1,  0.03%,0,2
Generic out,Fly,-,-,9L,Out,Score,1,  0.03%,1,1
Generic out,Liner,-,-,89,Out,Out,1,  0.03%,2,0
Generic out,Fly,-,-,9S,Out,3rd,1,  0.03%,1,0
Triple,Grounder,-,-,5,3rd,Score,1,  0.03%,0,1
Generic out,Fly,-,Y,5F,Out,2nd,1,  0.03%,1,0
Fielder's choice,Grounder,-,-,4MS,2nd,Out,1,  0.03%,1,0
Generic out,Fly,-,-,5S,Out,2nd,1,  0.03%,1,0
Generic out,Liner,-,-,9LD,Out,3rd,1,  0.03%,1,0
Single,Grounder,-,-,6,2nd,3rd,1,  0.03%,0,0
Double,Grounder,-,-,3S,2nd,Score,1,  0.03%,0,1
Single,Grounder,-,-,6S,1st,3rd,1,  0.03%,0,0
Generic out,Grounder,-,-,5D,Out,2nd,1,  0.03%,1,0
Fielder's choice,Grounder,-,-,3,1st,Out,1,  0.03%,1,0
Single,Grounder,-,-,4MS,1st,3rd,1,  0.03%,0,0
Single,Fly,-,-,7LS,1st,3rd,1,  0.03%,0,0
Single,Fly,-,-,9LS,1st,Score,1,  0.03%,0,1
Single,Liner,-,-,8,Out,3rd,1,  0.03%,1,0
Single,Fly,-,-,7S,1st,Score,1,  0.03%,0,1
Double,Liner,-,-,9L,Out,Score,1,  0.03%,1,1
Single,Liner,-,-,4MD,1st,2nd,1,  0.03%,0,0
